vehicle_id,service_date,repair_type,repair_cost
V02222,2026-01-17,Battery Replacement,332.14
V02223,2026-04-23,Engine Inspection,642.97
V02223,2026-04-29,Oil Change,109.85
V02223,2026-01-19,Oil Change,155.51
V02223,2026-02-16,Battery Replacement,360.74
V02223,2026-03-26,Engine Inspection,777.77
V02223,2026-04-11,Battery Replacement,260.07
V02223,2026-01-06,Engine Inspection,713.55
V02224,2026-04-14,Engine Inspection,522.01
V02224,2026-04-10,Brake Repair,509.0
V02225,2026-03-22,Engine Inspection,756.78
V02225,2026-01-24,Engine Inspection,723.56
V02225,2026-04-03,Cooling System,603.84
V02227,2026-02-24,Engine Inspection,690.06
V02227,2026-03-04,Transmission Repair,1622.05
V02227,2026-04-16,Engine Inspection,801.94
V02228,2026-01-13,Brake Repair,449.69
V02228,2026-01-28,Brake Repair,592.72
V02228,2026-04-17,Oil Change,144.11
V02229,2026-01-28,Oil Change,103.33
V02231,2026-02-08,Oil Change,118.61
V02231,2026-04-28,Battery Replacement,382.65
V02232,2026-02-13,Brake Repair,394.55
V02232,2026-02-26,Battery Replacement,383.55
V02232,2026-03-01,Brake Repair,484.59
V02232,2026-02-01,Oil Change,124.97
V02232,2026-02-06,Cooling System,831.33
V02233,2026-04-17,Oil Change,127.45
V02233,2026-02-05,Oil Change,105.64
V02233,2026-03-06,Brake Repair,420.45
V02233,2026-03-17,Oil Change,115.06
V02233,2026-04-15,Oil Change,143.32
V02233,2026-04-21,Transmission Repair,2298.83
V02233,2026-01-01,Battery Replacement,415.94
V02233,2026-02-19,Brake Repair,600.65
V02233,2026-03-23,Brake Repair,407.76
V02234,2026-04-24,Oil Change,140.03
V02234,2026-01-29,Cooling System,700.26
V02235,2026-04-06,Brake Repair,507.75
V02235,2026-03-13,Transmission Repair,1694.38
V02235,2026-04-26,Cooling System,891.5
V02236,2026-03-23,Oil Change,98.58
V02236,2026-03-19,Battery Replacement,317.69
V02236,2026-04-21,Transmission Repair,1692.1
V02236,2026-04-14,Oil Change,114.51
V02236,2026-01-26,Oil Change,149.53
V02237,2026-04-03,Engine Inspection,728.51
V02237,2026-02-11,Oil Change,105.2
V02237,2026-03-27,Battery Replacement,283.87
V02237,2026-04-14,Battery Replacement,309.37
V02238,2026-02-04,Battery Replacement,292.46
V02238,2026-03-04,Oil Change,111.44
V02238,2026-01-31,Oil Change,133.4
V02238,2026-03-20,Cooling System,945.46
V02238,2026-02-03,Oil Change,160.08
V02238,2026-02-02,Oil Change,112.58
V02238,2026-01-24,Oil Change,126.75
V02239,2026-01-26,Oil Change,129.26
V02239,2026-01-22,Oil Change,127.48
V02240,2026-04-24,Oil Change,152.76
V02240,2026-03-11,Oil Change,127.82
V02240,2026-04-11,Engine Inspection,563.54
V02240,2026-03-08,Brake Repair,574.33
V02240,2026-04-22,Oil Change,119.31
V02241,2026-03-14,Brake Repair,401.29
V02241,2026-04-09,Oil Change,134.71
V02241,2026-02-27,Battery Replacement,358.3
V02242,2026-03-07,Oil Change,111.4
V02242,2026-03-04,Brake Repair,533.91
V02242,2026-03-07,Engine Inspection,534.5
V02242,2026-04-01,Engine Inspection,661.61
V02242,2026-04-04,Oil Change,139.14
V02243,2026-04-16,Battery Replacement,354.52
V02243,2026-03-10,Engine Inspection,664.72
V02243,2026-04-08,Oil Change,152.98
V02243,2026-04-13,Brake Repair,516.0
V02243,2026-01-16,Oil Change,167.24
V02243,2026-02-11,Oil Change,109.32
V02244,2026-01-22,Battery Replacement,372.05
V02244,2026-03-14,Brake Repair,400.39
V02245,2026-02-24,Engine Inspection,512.35
V02245,2026-01-03,Brake Repair,532.45
V02246,2026-01-10,Oil Change,116.13
V02246,2026-04-21,Cooling System,901.25
V02246,2026-03-28,Brake Repair,619.8
V02246,2026-04-09,Brake Repair,400.28
V02246,2026-04-08,Battery Replacement,364.3
V02247,2026-03-04,Oil Change,130.53
V02247,2026-03-30,Oil Change,136.88
V02247,2026-03-22,Oil Change,115.7
V02247,2026-04-11,Battery Replacement,360.03
V02247,2026-04-10,Brake Repair,590.94
V02247,2026-02-27,Brake Repair,453.92
V02247,2026-01-18,Engine Inspection,787.43
V02248,2026-04-22,Brake Repair,429.86
V02248,2026-03-15,Engine Inspection,707.91
V02248,2026-02-21,Battery Replacement,355.75
V02248,2026-04-03,Battery Replacement,375.08
V02248,2026-01-04,Cooling System,831.16
V02248,2026-02-26,Engine Inspection,796.65
V02248,2026-04-20,Oil Change,122.73
V02248,2026-04-17,Transmission Repair,1941.05
V02250,2026-04-05,Engine Inspection,580.89
V02250,2026-01-02,Engine Inspection,600.7
V02251,2026-02-03,Oil Change,107.58
V02251,2026-03-13,Oil Change,155.83
V02251,2026-01-03,Brake Repair,399.83
V02251,2026-03-01,Engine Inspection,766.75
V02251,2026-02-26,Transmission Repair,2321.98
V02252,2026-02-04,Battery Replacement,362.15
V02252,2026-01-21,Oil Change,165.88
V02252,2026-01-13,Oil Change,126.89
V02252,2026-03-19,Oil Change,134.24
V02252,2026-02-03,Battery Replacement,267.7
V02253,2026-03-16,Battery Replacement,308.7
V02253,2026-03-27,Transmission Repair,2075.65
V02253,2026-01-07,Brake Repair,400.82
V02254,2026-01-17,Battery Replacement,358.39
V02254,2026-04-19,Battery Replacement,373.8
V02255,2026-02-09,Cooling System,745.38
V02255,2026-03-05,Brake Repair,525.27
V02255,2026-03-29,Brake Repair,420.81
V02256,2026-02-21,Transmission Repair,1931.37
V02256,2026-01-12,Oil Change,121.98
V02256,2026-01-25,Engine Inspection,634.85
V02257,2026-02-26,Battery Replacement,270.94
V02257,2026-01-06,Brake Repair,446.67
V02257,2026-04-04,Oil Change,159.5
V02257,2026-03-01,Transmission Repair,1602.08
V02258,2026-03-09,Engine Inspection,571.99
V02260,2026-02-09,Oil Change,101.01
V02260,2026-02-03,Brake Repair,366.7
V02260,2026-04-10,Brake Repair,593.65
V02260,2026-04-28,Battery Replacement,263.46
V02260,2026-04-10,Oil Change,123.56
V02260,2026-01-11,Oil Change,117.72
V02260,2026-02-01,Engine Inspection,573.36
V02260,2026-04-21,Oil Change,103.66
V02260,2026-03-20,Transmission Repair,2230.92
V02261,2026-03-30,Oil Change,136.68
V02261,2026-03-25,Oil Change,101.96
V02261,2026-03-18,Brake Repair,435.42
V02261,2026-04-11,Oil Change,100.0
V02261,2026-03-27,Cooling System,956.98
V02261,2026-04-13,Brake Repair,579.07
V02261,2026-03-01,Oil Change,137.25
V02261,2026-03-05,Battery Replacement,240.26
V02262,2026-04-07,Oil Change,116.89
V02262,2026-03-24,Oil Change,123.47
V02263,2026-03-21,Brake Repair,578.33
V02263,2026-01-02,Oil Change,101.61
V02263,2026-04-03,Brake Repair,518.51
V02263,2026-01-14,Oil Change,102.88
V02264,2026-02-13,Oil Change,108.57
V02264,2026-01-08,Brake Repair,574.33
V02265,2026-01-06,Brake Repair,447.42
V02265,2026-01-04,Oil Change,167.57
V02266,2026-04-16,Engine Inspection,823.59
V02266,2026-03-19,Engine Inspection,532.92
V02266,2026-02-10,Oil Change,113.64
V02266,2026-04-30,Brake Repair,483.74
V02267,2026-01-28,Oil Change,127.23
V02267,2026-04-09,Oil Change,112.62
V02268,2026-01-18,Oil Change,164.54
V02268,2026-02-11,Oil Change,159.38
V02268,2026-03-09,Engine Inspection,839.34
V02268,2026-03-14,Oil Change,111.13
V02268,2026-02-13,Oil Change,118.32
V02268,2026-03-05,Oil Change,145.73
V02268,2026-01-13,Oil Change,162.54
V02268,2026-01-29,Oil Change,145.9
V02268,2026-04-12,Transmission Repair,2360.84
V02268,2026-03-30,Transmission Repair,2248.18
V02269,2026-01-18,Brake Repair,570.47
V02270,2026-04-06,Oil Change,112.42
V02270,2026-04-08,Battery Replacement,418.44
V02271,2026-03-26,Brake Repair,470.18
V02271,2026-04-30,Brake Repair,547.53
V02271,2026-01-03,Brake Repair,494.76
V02272,2026-03-28,Brake Repair,591.23
V02272,2026-01-10,Cooling System,926.48
V02272,2026-03-05,Oil Change,151.92
V02272,2026-01-30,Engine Inspection,498.47
V02274,2026-04-14,Battery Replacement,245.28
V02274,2026-04-03,Brake Repair,409.47
V02274,2026-01-04,Transmission Repair,1734.55
V02274,2026-03-02,Engine Inspection,553.29
V02275,2026-04-19,Battery Replacement,345.24
V02275,2026-02-27,Brake Repair,361.74
V02276,2026-03-11,Brake Repair,530.03
V02276,2026-03-19,Brake Repair,426.9
V02276,2026-03-22,Transmission Repair,2213.68
V02276,2026-02-28,Brake Repair,440.16
V02276,2026-02-08,Oil Change,133.44
V02277,2026-03-09,Cooling System,685.97
V02277,2026-04-22,Engine Inspection,561.48
V02277,2026-02-19,Transmission Repair,2053.68
V02277,2026-01-22,Brake Repair,452.15
V02277,2026-01-14,Engine Inspection,670.58
V02277,2026-04-29,Battery Replacement,419.81
V02278,2026-03-06,Oil Change,98.11
V02278,2026-02-25,Cooling System,581.73
V02278,2026-02-16,Oil Change,154.78
V02278,2026-04-28,Transmission Repair,1526.73
V02278,2026-03-10,Engine Inspection,671.79
V02278,2026-01-22,Engine Inspection,685.79
V02279,2026-03-27,Oil Change,139.91
V02279,2026-04-09,Transmission Repair,1974.06
V02279,2026-03-05,Brake Repair,367.07
V02279,2026-01-04,Engine Inspection,557.79
V02279,2026-04-17,Oil Change,133.55
V02279,2026-04-03,Oil Change,157.46
V02279,2026-02-14,Engine Inspection,813.5
V02280,2026-02-18,Cooling System,588.19
V02281,2026-03-13,Engine Inspection,620.77
V02281,2026-01-26,Engine Inspection,728.79
V02281,2026-03-16,Battery Replacement,290.1
V02282,2026-03-21,Battery Replacement,254.89
V02282,2026-01-13,Oil Change,115.12
V02282,2026-02-28,Oil Change,123.16
V02282,2026-04-05,Battery Replacement,316.3
V02282,2026-04-22,Oil Change,166.46
V02282,2026-03-30,Battery Replacement,388.03
V02282,2026-03-09,Brake Repair,548.55
V02282,2026-04-08,Battery Replacement,243.19
V02283,2026-01-22,Cooling System,603.25
V02283,2026-01-14,Battery Replacement,412.16
V02284,2026-01-14,Transmission Repair,1455.45
V02284,2026-03-06,Brake Repair,556.35
V02284,2026-02-13,Brake Repair,562.1
V02285,2026-03-09,Brake Repair,583.45
V02285,2026-01-20,Engine Inspection,569.98
V02285,2026-02-07,Brake Repair,470.88
V02285,2026-03-19,Cooling System,751.76
V02285,2026-04-23,Brake Repair,597.62
V02286,2026-02-11,Oil Change,143.6
V02288,2026-03-15,Brake Repair,558.09
V02288,2026-02-19,Battery Replacement,364.12
V02288,2026-04-25,Battery Replacement,241.29
V02289,2026-01-16,Engine Inspection,506.01
V02290,2026-02-05,Battery Replacement,247.45
V02290,2026-03-13,Engine Inspection,774.2
V02291,2026-01-13,Oil Change,154.75
V02291,2026-04-16,Engine Inspection,620.83
V02292,2026-03-04,Oil Change,118.34
V02292,2026-01-10,Transmission Repair,1569.05
V02293,2026-04-13,Engine Inspection,668.14
V02293,2026-03-17,Engine Inspection,598.07
V02293,2026-04-18,Cooling System,793.84
V02293,2026-01-05,Transmission Repair,1601.89
V02293,2026-01-10,Transmission Repair,2234.42
V02293,2026-04-17,Oil Change,121.27
V02293,2026-01-21,Battery Replacement,407.71
V02293,2026-01-01,Brake Repair,504.67
V02293,2026-03-04,Brake Repair,603.93
V02293,2026-01-31,Oil Change,142.67
V02293,2026-01-18,Brake Repair,420.71
V02294,2026-03-21,Cooling System,897.24
V02294,2026-04-22,Brake Repair,547.95
V02294,2026-04-27,Brake Repair,482.05
V02294,2026-01-18,Brake Repair,548.83
V02294,2026-01-26,Oil Change,129.41
V02294,2026-01-20,Oil Change,138.84
V02295,2026-03-13,Engine Inspection,693.42
V02295,2026-02-28,Oil Change,151.94
V02295,2026-03-22,Cooling System,741.66
V02295,2026-02-28,Oil Change,120.29
V02295,2026-04-11,Oil Change,149.45
V02295,2026-01-22,Transmission Repair,1853.3
V02295,2026-01-02,Battery Replacement,323.35
V02296,2026-04-11,Oil Change,118.48
V02296,2026-02-08,Engine Inspection,606.38
V02296,2026-01-20,Engine Inspection,780.0
V02296,2026-01-11,Transmission Repair,2327.94
V02297,2026-03-06,Oil Change,152.27
V02297,2026-03-16,Engine Inspection,532.45
V02297,2026-03-18,Battery Replacement,288.51
V02297,2026-03-01,Engine Inspection,779.96
V02297,2026-04-01,Oil Change,140.03
V02299,2026-04-04,Oil Change,135.99
V02300,2026-02-20,Cooling System,747.76
V02300,2026-01-22,Oil Change,160.07
V02300,2026-03-23,Cooling System,956.62
V02300,2026-02-03,Battery Replacement,360.12
V02301,2026-03-21,Brake Repair,428.56
V02302,2026-02-23,Transmission Repair,1750.18
V02303,2026-04-01,Oil Change,146.77
V02303,2026-03-06,Cooling System,642.71
V02303,2026-01-28,Engine Inspection,579.83
V02304,2026-02-25,Engine Inspection,560.95
V02305,2026-02-05,Engine Inspection,589.42
V02305,2026-01-10,Transmission Repair,1651.35
V02305,2026-01-14,Oil Change,115.66
V02306,2026-04-27,Cooling System,820.3
V02306,2026-01-21,Engine Inspection,788.75
V02306,2026-04-09,Engine Inspection,518.86
V02306,2026-03-24,Cooling System,904.54
V02306,2026-01-14,Cooling System,604.63
V02307,2026-04-17,Brake Repair,529.0
V02307,2026-04-22,Oil Change,132.23
V02307,2026-03-08,Battery Replacement,326.02
V02307,2026-02-12,Oil Change,104.12
V02307,2026-03-27,Brake Repair,536.22
V02309,2026-01-20,Cooling System,657.84
V02309,2026-02-17,Brake Repair,570.82
V02309,2026-04-03,Oil Change,161.53
V02309,2026-01-11,Brake Repair,549.87
V02309,2026-02-27,Oil Change,107.77
V02309,2026-02-15,Oil Change,141.12
V02309,2026-01-13,Battery Replacement,401.09
V02309,2026-03-24,Oil Change,104.76
V02310,2026-03-15,Cooling System,608.25
V02310,2026-01-18,Oil Change,151.68
V02311,2026-02-16,Engine Inspection,571.41
V02311,2026-04-23,Cooling System,961.86
V02311,2026-01-03,Transmission Repair,2449.36
V02312,2026-02-24,Battery Replacement,338.22
V02312,2026-03-24,Brake Repair,534.29
V02312,2026-01-15,Oil Change,114.8
V02312,2026-04-01,Oil Change,121.18
V02313,2026-01-22,Cooling System,660.63
V02313,2026-03-16,Brake Repair,480.29
V02315,2026-01-07,Oil Change,136.26
V02316,2026-04-07,Oil Change,137.33
V02316,2026-01-22,Cooling System,818.05
V02316,2026-02-17,Oil Change,143.49
V02317,2026-03-26,Battery Replacement,281.44
V02317,2026-03-13,Oil Change,146.14
V02317,2026-03-29,Brake Repair,491.33
V02317,2026-04-19,Oil Change,162.32
V02317,2026-01-08,Engine Inspection,822.71
V02317,2026-02-01,Brake Repair,598.31
V02317,2026-04-01,Oil Change,107.59
V02317,2026-03-11,Brake Repair,386.01
V02319,2026-04-17,Engine Inspection,828.66
V02320,2026-01-18,Brake Repair,368.14
V02323,2026-01-08,Brake Repair,573.67
V02324,2026-02-18,Oil Change,165.8
V02324,2026-01-03,Brake Repair,370.45
V02324,2026-02-01,Engine Inspection,776.68
V02324,2026-01-08,Cooling System,805.38
V02324,2026-03-29,Oil Change,102.82
V02324,2026-03-08,Oil Change,158.85
V02325,2026-03-04,Cooling System,949.92
V02325,2026-03-09,Battery Replacement,365.23
V02325,2026-03-30,Transmission Repair,1680.33
V02325,2026-04-30,Transmission Repair,1445.13
V02325,2026-04-14,Oil Change,106.22
V02326,2026-01-23,Oil Change,159.14
V02326,2026-04-30,Engine Inspection,722.45
V02326,2026-04-17,Engine Inspection,536.37
V02326,2026-03-30,Oil Change,125.34
V02326,2026-04-26,Brake Repair,615.89
V02327,2026-02-14,Oil Change,116.49
V02327,2026-01-15,Engine Inspection,793.21
V02328,2026-01-12,Engine Inspection,613.41
V02328,2026-02-27,Oil Change,121.74
V02328,2026-01-18,Engine Inspection,685.77
V02328,2026-04-06,Brake Repair,612.16
V02328,2026-03-24,Oil Change,128.79
V02329,2026-04-25,Transmission Repair,2236.75
V02330,2026-01-03,Transmission Repair,2391.0
V02330,2026-04-01,Brake Repair,378.22
V02330,2026-01-19,Cooling System,740.34
V02331,2026-02-13,Oil Change,150.05
V02331,2026-02-25,Brake Repair,550.09
V02331,2026-04-21,Oil Change,126.94
V02331,2026-01-13,Cooling System,634.16
V02332,2026-03-16,Brake Repair,494.43
V02332,2026-02-02,Battery Replacement,390.46
V02332,2026-03-31,Oil Change,143.62
V02332,2026-01-01,Brake Repair,626.29
V02333,2026-01-08,Transmission Repair,1679.23
V02333,2026-03-11,Oil Change,108.25
V02333,2026-04-14,Brake Repair,628.64
V02333,2026-03-11,Transmission Repair,2088.29
V02333,2026-03-26,Oil Change,120.56
V02333,2026-01-17,Battery Replacement,262.01
V02333,2026-04-09,Oil Change,137.45
V02333,2026-01-06,Cooling System,778.39
V02334,2026-01-10,Engine Inspection,821.3
V02334,2026-01-08,Engine Inspection,657.95
V02334,2026-04-20,Transmission Repair,1853.77
V02335,2026-02-19,Oil Change,106.15
V02336,2026-03-10,Brake Repair,370.88
V02336,2026-04-10,Cooling System,667.2
V02336,2026-02-21,Oil Change,124.23
V02336,2026-04-15,Oil Change,121.06
V02336,2026-04-02,Brake Repair,472.94
V02336,2026-04-05,Brake Repair,363.93
V02337,2026-04-16,Battery Replacement,415.65
V02337,2026-04-02,Transmission Repair,2237.65
V02337,2026-01-31,Transmission Repair,1700.79
V02337,2026-02-07,Oil Change,107.38
V02338,2026-03-13,Battery Replacement,407.99
V02338,2026-04-14,Brake Repair,412.53
V02338,2026-01-09,Brake Repair,381.72
V02338,2026-04-09,Oil Change,104.46
V02338,2026-02-26,Oil Change,141.38
V02338,2026-04-16,Oil Change,167.35
V02338,2026-02-09,Oil Change,117.63
V02338,2026-04-20,Oil Change,162.88
V02338,2026-04-30,Transmission Repair,2184.47
V02338,2026-03-04,Oil Change,134.81
V02338,2026-01-20,Battery Replacement,396.62
V02339,2026-01-21,Oil Change,106.83
V02339,2026-03-14,Battery Replacement,379.17
V02339,2026-03-25,Oil Change,160.81
V02339,2026-02-24,Engine Inspection,719.99
V02339,2026-01-18,Brake Repair,499.66
V02339,2026-01-07,Oil Change,97.99
V02339,2026-04-08,Oil Change,106.19
V02340,2026-02-16,Oil Change,155.83
V02340,2026-04-11,Cooling System,610.89
V02342,2026-02-11,Battery Replacement,270.06
V02343,2026-03-02,Cooling System,787.43
V02343,2026-01-17,Transmission Repair,1962.94
V02344,2026-03-10,Brake Repair,614.07
V02344,2026-01-12,Brake Repair,576.67
V02344,2026-01-05,Oil Change,107.21
V02344,2026-03-25,Oil Change,110.23
V02344,2026-01-27,Battery Replacement,251.24
V02344,2026-03-22,Battery Replacement,308.42
V02344,2026-04-14,Oil Change,149.63
V02344,2026-01-11,Cooling System,941.39
V02345,2026-01-17,Oil Change,114.7
V02345,2026-03-21,Oil Change,121.52
V02346,2026-03-27,Cooling System,594.84
V02346,2026-01-21,Oil Change,104.77
V02347,2026-03-19,Battery Replacement,282.77
V02347,2026-01-10,Oil Change,142.18
V02347,2026-04-06,Oil Change,150.6
V02347,2026-03-20,Battery Replacement,262.31
V02347,2026-02-21,Engine Inspection,642.33
V02347,2026-02-22,Battery Replacement,263.61
V02348,2026-02-20,Oil Change,134.6
V02348,2026-02-18,Oil Change,112.45
V02349,2026-02-16,Brake Repair,613.41
V02349,2026-03-12,Oil Change,148.12
V02349,2026-03-20,Engine Inspection,610.3
V02350,2026-03-12,Oil Change,122.19
V02350,2026-02-25,Brake Repair,458.74
V02350,2026-01-14,Oil Change,154.46
V02350,2026-01-11,Battery Replacement,418.19
V02350,2026-03-09,Oil Change,107.84
V02350,2026-04-09,Engine Inspection,743.88
V02350,2026-02-12,Battery Replacement,242.62
V02351,2026-02-12,Oil Change,163.46
V02351,2026-04-25,Brake Repair,557.9
V02352,2026-01-08,Cooling System,814.63
V02352,2026-02-15,Battery Replacement,394.68
V02352,2026-04-17,Oil Change,124.5
V02353,2026-04-08,Oil Change,145.97
V02353,2026-02-21,Oil Change,144.97
V02354,2026-02-03,Engine Inspection,521.28
V02355,2026-02-20,Engine Inspection,644.28
V02355,2026-02-16,Cooling System,952.64
V02355,2026-01-10,Oil Change,125.88
V02356,2026-01-15,Cooling System,782.6
V02357,2026-03-26,Oil Change,136.65
V02357,2026-03-12,Battery Replacement,387.26
V02357,2026-02-21,Cooling System,563.88
V02357,2026-03-13,Engine Inspection,591.26
V02357,2026-01-11,Brake Repair,528.36
V02357,2026-03-09,Brake Repair,597.65
V02358,2026-02-24,Transmission Repair,1954.37
V02359,2026-02-22,Brake Repair,514.53
V02359,2026-03-06,Cooling System,634.85
V02362,2026-02-19,Battery Replacement,266.96
V02362,2026-02-26,Battery Replacement,351.05
V02363,2026-03-26,Brake Repair,546.15
V02363,2026-01-13,Engine Inspection,756.2
V02364,2026-02-02,Cooling System,757.22
V02364,2026-02-18,Battery Replacement,366.61
V02364,2026-01-27,Oil Change,149.68
V02365,2026-02-08,Brake Repair,368.88
V02365,2026-04-06,Battery Replacement,375.93
V02365,2026-02-15,Oil Change,142.29
V02365,2026-04-15,Battery Replacement,250.32
V02365,2026-03-01,Oil Change,116.43
V02366,2026-03-07,Engine Inspection,536.32
V02366,2026-03-21,Brake Repair,428.68
V02366,2026-03-05,Battery Replacement,385.77
V02367,2026-02-23,Brake Repair,387.39
V02367,2026-02-10,Brake Repair,612.79
V02367,2026-01-25,Oil Change,96.42
V02368,2026-01-27,Transmission Repair,1804.24
V02368,2026-02-02,Oil Change,109.65
V02369,2026-03-04,Oil Change,116.16
V02369,2026-04-29,Oil Change,108.55
V02370,2026-04-12,Transmission Repair,2095.1
V02370,2026-01-26,Oil Change,132.91
V02370,2026-04-07,Brake Repair,595.07
V02370,2026-04-10,Engine Inspection,596.92
V02371,2026-01-16,Battery Replacement,390.48
V02371,2026-02-18,Oil Change,129.55
V02371,2026-04-20,Transmission Repair,2221.24
V02371,2026-03-26,Brake Repair,528.1
V02372,2026-02-11,Cooling System,761.97
V02372,2026-04-07,Oil Change,100.81
V02372,2026-01-27,Brake Repair,408.43
V02372,2026-02-11,Transmission Repair,2025.42
V02372,2026-03-07,Brake Repair,477.21
V02374,2026-01-19,Brake Repair,625.91
V02375,2026-03-24,Engine Inspection,618.31
V02375,2026-04-11,Brake Repair,489.51
V02375,2026-04-03,Cooling System,976.79
V02375,2026-01-22,Brake Repair,408.95
V02375,2026-03-07,Oil Change,108.19
V02376,2026-01-06,Oil Change,105.1
V02376,2026-01-29,Cooling System,734.25
V02377,2026-04-08,Transmission Repair,2266.93
V02377,2026-04-13,Brake Repair,405.22
V02377,2026-02-08,Cooling System,893.46
V02377,2026-03-05,Battery Replacement,379.67
V02377,2026-01-27,Transmission Repair,1891.52
V02377,2026-01-14,Engine Inspection,580.93
V02379,2026-04-09,Brake Repair,446.56
V02379,2026-04-05,Cooling System,671.97
V02380,2026-03-07,Engine Inspection,742.92
V02380,2026-03-14,Oil Change,99.61
V02381,2026-02-20,Battery Replacement,318.06
V02381,2026-03-11,Oil Change,166.56
V02382,2026-01-07,Oil Change,103.87
V02382,2026-03-16,Brake Repair,501.11
V02382,2026-01-08,Battery Replacement,254.55
V02382,2026-03-23,Engine Inspection,738.16
V02382,2026-03-29,Brake Repair,567.48
V02382,2026-01-15,Cooling System,592.0
V02383,2026-04-17,Oil Change,150.11
V02383,2026-02-07,Oil Change,166.77
V02383,2026-03-18,Oil Change,141.15
V02383,2026-04-21,Oil Change,154.51
V02383,2026-02-26,Brake Repair,619.65
V02384,2026-03-31,Cooling System,767.97
V02384,2026-03-14,Battery Replacement,245.13
V02384,2026-04-04,Brake Repair,456.16
V02384,2026-04-08,Cooling System,667.63
V02384,2026-04-03,Cooling System,887.44
V02385,2026-02-28,Oil Change,102.39
V02385,2026-04-06,Cooling System,803.04
V02385,2026-01-03,Oil Change,163.56
V02386,2026-02-26,Oil Change,161.2
V02386,2026-02-25,Oil Change,119.6
V02387,2026-03-29,Oil Change,120.81
V02387,2026-02-24,Cooling System,738.48
V02387,2026-02-20,Brake Repair,600.75
V02387,2026-04-20,Oil Change,145.16
V02387,2026-02-02,Brake Repair,436.22
V02387,2026-01-05,Brake Repair,540.98
V02388,2026-04-13,Engine Inspection,604.97
V02388,2026-04-01,Battery Replacement,367.45
V02388,2026-02-12,Engine Inspection,602.52
V02389,2026-04-18,Engine Inspection,695.66
V02389,2026-01-08,Oil Change,161.53
V02389,2026-04-29,Oil Change,155.52
V02390,2026-03-10,Engine Inspection,628.82
V02390,2026-04-06,Oil Change,133.38
V02390,2026-04-09,Oil Change,167.52
V02391,2026-02-19,Battery Replacement,255.19
V02391,2026-01-22,Brake Repair,415.46
V02391,2026-01-27,Oil Change,153.74
V02391,2026-01-05,Battery Replacement,287.68
V02392,2026-02-01,Oil Change,103.94
V02392,2026-02-03,Brake Repair,403.31
V02393,2026-01-20,Oil Change,113.86
V02393,2026-01-29,Engine Inspection,732.4
V02393,2026-01-20,Oil Change,129.19
V02393,2026-01-23,Transmission Repair,2503.72
V02393,2026-04-18,Engine Inspection,507.57
V02393,2026-02-10,Cooling System,704.53
V02394,2026-04-04,Oil Change,110.43
V02394,2026-02-19,Oil Change,152.32
V02394,2026-02-12,Oil Change,159.97
V02394,2026-03-30,Oil Change,142.44
V02394,2026-03-10,Engine Inspection,796.36
V02394,2026-01-14,Engine Inspection,747.39
V02395,2026-03-25,Oil Change,166.22
V02395,2026-04-02,Oil Change,107.27
V02395,2026-04-11,Oil Change,102.73
V02395,2026-03-09,Battery Replacement,389.65
V02395,2026-04-02,Oil Change,129.85
V02396,2026-03-23,Battery Replacement,254.81
V02396,2026-02-08,Transmission Repair,1894.67
V02396,2026-03-24,Transmission Repair,1856.77
V02396,2026-04-09,Oil Change,99.77
V02396,2026-01-17,Battery Replacement,390.92
V02397,2026-04-24,Cooling System,762.85
V02398,2026-01-06,Transmission Repair,1877.06
V02398,2026-02-27,Battery Replacement,365.65
V02398,2026-03-07,Brake Repair,619.58
V02399,2026-02-17,Engine Inspection,570.29
V02399,2026-02-17,Battery Replacement,303.64
V02399,2026-01-30,Brake Repair,508.13
V02400,2026-01-04,Brake Repair,518.36
V02400,2026-02-15,Oil Change,105.49
V02400,2026-04-17,Engine Inspection,542.48
V02400,2026-02-06,Transmission Repair,2222.49
V02401,2026-04-12,Battery Replacement,281.31
V02401,2026-04-24,Oil Change,136.91
V02402,2026-04-16,Oil Change,111.82
V02402,2026-01-28,Engine Inspection,601.04
V02402,2026-04-25,Cooling System,633.6
V02403,2026-02-05,Brake Repair,362.44
V02403,2026-04-15,Oil Change,139.14
V02403,2026-01-25,Brake Repair,567.76
V02403,2026-04-29,Oil Change,133.05
V02403,2026-01-10,Brake Repair,418.26
V02404,2026-02-04,Brake Repair,511.96
V02406,2026-02-10,Battery Replacement,359.08
V02406,2026-04-08,Cooling System,879.89
V02408,2026-04-11,Transmission Repair,1978.43
V02408,2026-02-01,Transmission Repair,2262.62
V02408,2026-02-20,Oil Change,162.84
V02409,2026-03-17,Engine Inspection,750.37
V02410,2026-01-10,Oil Change,142.67
V02410,2026-04-24,Oil Change,151.09
V02410,2026-04-20,Engine Inspection,707.19
V02410,2026-04-27,Battery Replacement,346.56
V02410,2026-01-15,Brake Repair,580.67
V02410,2026-01-14,Brake Repair,613.01
V02411,2026-02-17,Oil Change,111.29
V02411,2026-01-08,Oil Change,141.94
V02411,2026-02-01,Engine Inspection,616.64
V02411,2026-02-03,Battery Replacement,245.5
V02411,2026-01-09,Oil Change,104.92
V02411,2026-02-01,Engine Inspection,680.42
V02411,2026-02-07,Brake Repair,383.2
V02411,2026-03-02,Oil Change,131.95
V02412,2026-04-07,Battery Replacement,364.76
V02413,2026-04-25,Oil Change,132.72
V02414,2026-04-08,Brake Repair,541.18
V02414,2026-02-08,Oil Change,104.46
V02415,2026-04-21,Engine Inspection,728.4
V02415,2026-04-10,Oil Change,122.6
