ticket_id,vehicle_id,ticket_date,complaint_text,priority
T003407,V02168,2026-03-09,No major issue reported,Medium
T003408,V02169,2026-04-15,Battery warning light keeps appearing,Low
T003409,V02169,2026-01-10,Brake noise reported by driver,Low
T003410,V02169,2026-02-17,Oil pressure warning triggered,High
T003411,V02170,2026-01-19,Vehicle overheating during route,High
T003412,V02170,2026-02-04,Vehicle idle time unusually high,Medium
T003413,V02170,2026-03-24,Transmission feels delayed,High
T003414,V02171,2026-03-13,No major issue reported,Medium
T003415,V02171,2026-04-07,Battery warning light keeps appearing,Low
T003416,V02171,2026-04-07,Oil pressure warning triggered,High
T003417,V02171,2026-04-23,Battery warning light keeps appearing,Low
T003418,V02171,2026-01-16,Vehicle overheating during route,High
T003419,V02172,2026-03-10,Brake noise reported by driver,Medium
T003420,V02173,2026-01-30,Check engine light is on,Medium
T003421,V02175,2026-02-28,Vehicle idle time unusually high,Low
T003422,V02176,2026-02-10,Vehicle idle time unusually high,Low
T003423,V02176,2026-01-10,Brake noise reported by driver,Medium
T003424,V02177,2026-03-10,No major issue reported,Low
T003425,V02178,2026-03-13,Oil pressure warning triggered,High
T003426,V02178,2026-04-06,No major issue reported,Medium
T003427,V02178,2026-01-10,Brake noise reported by driver,Low
T003428,V02179,2026-04-15,No major issue reported,Low
T003429,V02181,2026-02-24,Reduced acceleration reported,Low
T003430,V02181,2026-04-15,Oil pressure warning triggered,High
T003431,V02184,2026-02-14,Brake noise reported by driver,Medium
T003432,V02184,2026-01-17,Vehicle overheating during route,High
T003433,V02185,2026-01-15,No major issue reported,Medium
T003434,V02186,2026-04-24,Vehicle idle time unusually high,Low
T003435,V02186,2026-02-23,Brake noise reported by driver,Low
T003436,V02186,2026-03-23,No major issue reported,Low
T003437,V02188,2026-02-07,Oil pressure warning triggered,High
T003438,V02188,2026-03-10,Brake noise reported by driver,Low
T003439,V02189,2026-02-21,Brake noise reported by driver,Low
T003440,V02189,2026-02-26,Vehicle idle time unusually high,Medium
T003441,V02189,2026-01-17,Oil pressure warning triggered,High
T003442,V02192,2026-01-23,Oil pressure warning triggered,High
T003443,V02192,2026-01-20,Vehicle idle time unusually high,Low
T003444,V02192,2026-01-14,Oil pressure warning triggered,High
T003445,V02192,2026-01-18,Check engine light is on,Medium
T003446,V02193,2026-03-12,Oil pressure warning triggered,High
T003447,V02193,2026-02-20,Brake noise reported by driver,Medium
T003448,V02193,2026-04-01,Oil pressure warning triggered,High
T003449,V02194,2026-04-28,Transmission feels delayed,High
T003450,V02195,2026-02-22,Vehicle idle time unusually high,Low
T003451,V02195,2026-01-12,Battery warning light keeps appearing,Medium
T003452,V02196,2026-04-01,Vehicle overheating during route,High
T003453,V02196,2026-01-19,Check engine light is on,Low
T003454,V02198,2026-01-02,Check engine light is on,Medium
T003455,V02198,2026-04-24,Oil pressure warning triggered,High
T003456,V02199,2026-01-18,Vehicle overheating during route,High
T003457,V02200,2026-01-24,Battery warning light keeps appearing,Medium
T003458,V02201,2026-03-27,Oil pressure warning triggered,High
T003459,V02201,2026-01-20,Check engine light is on,Low
T003460,V02201,2026-04-14,Vehicle idle time unusually high,Medium
T003461,V02201,2026-03-06,No major issue reported,Medium
T003462,V02202,2026-04-07,Oil pressure warning triggered,High
T003463,V02203,2026-02-13,Battery warning light keeps appearing,Medium
T003464,V02203,2026-02-09,Battery warning light keeps appearing,Low
T003465,V02204,2026-02-11,Oil pressure warning triggered,High
T003466,V02205,2026-04-19,Vehicle overheating during route,High
T003467,V02206,2026-02-18,Vehicle idle time unusually high,Medium
T003468,V02206,2026-04-02,Battery warning light keeps appearing,Medium
T003469,V02207,2026-02-21,Transmission feels delayed,High
T003470,V02208,2026-01-18,Transmission feels delayed,High
T003471,V02208,2026-04-02,Vehicle overheating during route,High
T003472,V02209,2026-02-01,No major issue reported,Medium
T003473,V02209,2026-02-16,Vehicle idle time unusually high,Low
T003474,V02209,2026-03-25,Battery warning light keeps appearing,Medium
T003475,V02209,2026-02-14,Oil pressure warning triggered,High
T003476,V02210,2026-04-10,Vehicle overheating during route,High
T003477,V02211,2026-04-16,Check engine light is on,Medium
T003478,V02211,2026-01-10,Battery warning light keeps appearing,Medium
T003479,V02211,2026-02-10,No major issue reported,Low
T003480,V02212,2026-04-06,Oil pressure warning triggered,High
T003481,V02213,2026-01-05,No major issue reported,Medium
T003482,V02213,2026-03-02,Vehicle overheating during route,High
T003483,V02213,2026-03-20,Battery warning light keeps appearing,Medium
T003484,V02213,2026-03-28,Vehicle overheating during route,High
T003485,V02213,2026-04-05,Brake noise reported by driver,Medium
T003486,V02214,2026-01-03,Transmission feels delayed,High
T003487,V02214,2026-03-01,No major issue reported,Low
T003488,V02215,2026-04-19,Check engine light is on,Low
T003489,V02216,2026-02-19,Check engine light is on,Low
T003490,V02217,2026-02-23,No major issue reported,Medium
T003491,V02217,2026-01-25,Transmission feels delayed,High
T003492,V02218,2026-02-05,No major issue reported,Medium
T003493,V02218,2026-02-14,Reduced acceleration reported,Low
T003494,V02218,2026-02-07,Battery warning light keeps appearing,Low
T003495,V02218,2026-01-15,Oil pressure warning triggered,High
T003496,V02218,2026-03-27,Vehicle idle time unusually high,Low
T003497,V02219,2026-02-15,Transmission feels delayed,High
T003498,V02219,2026-03-11,Vehicle overheating during route,High
T003499,V02220,2026-01-27,Vehicle idle time unusually high,Medium
T003500,V02220,2026-04-25,Vehicle idle time unusually high,Medium
T003501,V02223,2026-02-23,Oil pressure warning triggered,High
T003502,V02225,2026-01-01,Vehicle overheating during route,High
T003503,V02225,2026-02-22,Reduced acceleration reported,Medium
T003504,V02227,2026-03-21,Reduced acceleration reported,Medium
T003505,V02227,2026-02-13,Brake noise reported by driver,Medium
T003506,V02227,2026-02-05,Vehicle overheating during route,High
T003507,V02227,2026-01-22,Battery warning light keeps appearing,Low
T003508,V02228,2026-03-14,Transmission feels delayed,High
T003509,V02229,2026-03-26,No major issue reported,Medium
T003510,V02229,2026-01-23,Reduced acceleration reported,Medium
T003511,V02229,2026-04-18,Vehicle overheating during route,High
T003512,V02230,2026-01-06,Vehicle idle time unusually high,Medium
T003513,V02232,2026-03-02,Battery warning light keeps appearing,Low
T003514,V02232,2026-04-20,Vehicle overheating during route,High
T003515,V02233,2026-01-07,Brake noise reported by driver,Low
T003516,V02233,2026-04-14,Transmission feels delayed,High
T003517,V02233,2026-01-08,Battery warning light keeps appearing,Medium
T003518,V02233,2026-01-24,No major issue reported,Medium
T003519,V02234,2026-01-19,Vehicle idle time unusually high,Low
T003520,V02234,2026-04-11,Battery warning light keeps appearing,Low
T003521,V02234,2026-03-16,Battery warning light keeps appearing,Medium
T003522,V02235,2026-03-24,Brake noise reported by driver,Medium
T003523,V02235,2026-02-04,Brake noise reported by driver,Medium
T003524,V02235,2026-01-31,Vehicle idle time unusually high,Low
T003525,V02237,2026-01-03,Check engine light is on,Medium
T003526,V02237,2026-04-20,Oil pressure warning triggered,High
T003527,V02237,2026-01-26,Reduced acceleration reported,Low
T003528,V02241,2026-01-20,Reduced acceleration reported,Medium
T003529,V02242,2026-02-20,Brake noise reported by driver,Medium
T003530,V02243,2026-01-22,Vehicle overheating during route,High
T003531,V02243,2026-01-11,No major issue reported,Medium
T003532,V02243,2026-02-15,Vehicle idle time unusually high,Medium
T003533,V02243,2026-02-04,Transmission feels delayed,High
T003534,V02243,2026-01-31,Vehicle overheating during route,High
T003535,V02243,2026-04-05,No major issue reported,Medium
T003536,V02244,2026-03-10,Battery warning light keeps appearing,Medium
T003537,V02245,2026-04-19,Battery warning light keeps appearing,Medium
T003538,V02245,2026-01-04,Vehicle overheating during route,High
T003539,V02247,2026-04-21,Reduced acceleration reported,Low
T003540,V02250,2026-03-11,No major issue reported,Medium
T003541,V02250,2026-03-31,Vehicle overheating during route,High
T003542,V02250,2026-01-07,Oil pressure warning triggered,High
T003543,V02250,2026-03-15,Transmission feels delayed,High
T003544,V02250,2026-01-01,Transmission feels delayed,High
T003545,V02251,2026-03-05,Transmission feels delayed,High
T003546,V02252,2026-04-09,Brake noise reported by driver,Medium
T003547,V02253,2026-02-21,Transmission feels delayed,High
T003548,V02254,2026-04-13,Transmission feels delayed,High
T003549,V02254,2026-02-20,Transmission feels delayed,High
T003550,V02255,2026-02-24,Vehicle overheating during route,High
T003551,V02256,2026-02-03,Vehicle idle time unusually high,Low
T003552,V02256,2026-03-18,Brake noise reported by driver,Medium
T003553,V02256,2026-01-30,No major issue reported,Medium
T003554,V02256,2026-04-01,Vehicle idle time unusually high,Low
T003555,V02256,2026-04-23,Battery warning light keeps appearing,Low
T003556,V02257,2026-04-24,Transmission feels delayed,High
T003557,V02259,2026-03-08,Reduced acceleration reported,Low
T003558,V02259,2026-01-12,Check engine light is on,Medium
T003559,V02260,2026-03-27,Oil pressure warning triggered,High
T003560,V02261,2026-02-22,Vehicle idle time unusually high,Low
T003561,V02261,2026-04-22,Battery warning light keeps appearing,Medium
T003562,V02261,2026-01-03,Brake noise reported by driver,Medium
T003563,V02261,2026-01-22,Battery warning light keeps appearing,Low
T003564,V02261,2026-03-28,Vehicle idle time unusually high,Medium
T003565,V02261,2026-03-06,No major issue reported,Low
T003566,V02261,2026-03-09,Battery warning light keeps appearing,Low
T003567,V02262,2026-02-21,No major issue reported,Medium
T003568,V02262,2026-01-05,Oil pressure warning triggered,High
T003569,V02264,2026-02-14,No major issue reported,Medium
T003570,V02264,2026-02-26,Reduced acceleration reported,Low
T003571,V02265,2026-01-04,Oil pressure warning triggered,High
T003572,V02265,2026-01-10,Oil pressure warning triggered,High
T003573,V02265,2026-01-07,Oil pressure warning triggered,High
T003574,V02266,2026-01-15,Transmission feels delayed,High
T003575,V02267,2026-01-13,Reduced acceleration reported,Low
T003576,V02267,2026-04-16,Vehicle idle time unusually high,Medium
T003577,V02268,2026-01-05,Vehicle overheating during route,High
T003578,V02269,2026-03-02,Vehicle overheating during route,High
T003579,V02270,2026-02-06,Oil pressure warning triggered,High
T003580,V02270,2026-03-21,Check engine light is on,Medium
T003581,V02272,2026-03-10,Vehicle overheating during route,High
T003582,V02273,2026-03-28,Brake noise reported by driver,Low
T003583,V02274,2026-04-14,Vehicle idle time unusually high,Low
T003584,V02274,2026-03-09,Transmission feels delayed,High
T003585,V02274,2026-01-12,Battery warning light keeps appearing,Low
T003586,V02274,2026-01-13,Transmission feels delayed,High
T003587,V02274,2026-03-08,Transmission feels delayed,High
T003588,V02275,2026-02-21,Oil pressure warning triggered,High
T003589,V02275,2026-03-22,Transmission feels delayed,High
T003590,V02276,2026-02-03,No major issue reported,Medium
T003591,V02276,2026-04-16,Vehicle overheating during route,High
T003592,V02277,2026-02-25,Battery warning light keeps appearing,Medium
T003593,V02278,2026-01-07,Check engine light is on,Medium
T003594,V02279,2026-04-22,Oil pressure warning triggered,High
T003595,V02279,2026-01-05,Vehicle overheating during route,High
T003596,V02282,2026-02-19,No major issue reported,Medium
T003597,V02282,2026-04-24,Check engine light is on,Low
T003598,V02284,2026-04-04,Vehicle overheating during route,High
T003599,V02284,2026-03-10,Battery warning light keeps appearing,Low
T003600,V02285,2026-03-25,No major issue reported,Low
T003601,V02285,2026-01-10,Oil pressure warning triggered,High
T003602,V02285,2026-01-13,No major issue reported,Medium
T003603,V02286,2026-02-04,Vehicle idle time unusually high,Medium
T003604,V02287,2026-02-03,No major issue reported,Medium
T003605,V02288,2026-02-04,Reduced acceleration reported,Low
T003606,V02288,2026-04-26,Oil pressure warning triggered,High
T003607,V02289,2026-03-21,Vehicle overheating during route,High
T003608,V02289,2026-03-09,No major issue reported,Medium
T003609,V02289,2026-02-07,Transmission feels delayed,High
T003610,V02290,2026-01-06,Vehicle idle time unusually high,Medium
T003611,V02293,2026-01-25,Vehicle overheating during route,High
T003612,V02293,2026-02-21,Check engine light is on,Low
T003613,V02294,2026-04-12,No major issue reported,Medium
T003614,V02295,2026-03-05,Check engine light is on,Medium
T003615,V02296,2026-01-18,Brake noise reported by driver,Medium
T003616,V02296,2026-02-23,Oil pressure warning triggered,High
T003617,V02297,2026-03-27,No major issue reported,Medium
T003618,V02297,2026-04-14,Brake noise reported by driver,Medium
T003619,V02298,2026-04-03,Oil pressure warning triggered,High
T003620,V02300,2026-04-21,Reduced acceleration reported,Medium
T003621,V02300,2026-03-26,Brake noise reported by driver,Medium
T003622,V02300,2026-02-03,Brake noise reported by driver,Medium
T003623,V02300,2026-01-03,Check engine light is on,Low
T003624,V02303,2026-03-08,Battery warning light keeps appearing,Medium
T003625,V02305,2026-02-16,Brake noise reported by driver,Medium
T003626,V02305,2026-01-22,No major issue reported,Medium
T003627,V02305,2026-01-08,Battery warning light keeps appearing,Low
T003628,V02305,2026-03-18,Vehicle idle time unusually high,Low
T003629,V02306,2026-01-23,Check engine light is on,Low
T003630,V02306,2026-02-25,Oil pressure warning triggered,High
T003631,V02309,2026-01-05,Vehicle idle time unusually high,Low
T003632,V02309,2026-01-25,Reduced acceleration reported,Medium
T003633,V02309,2026-03-07,Oil pressure warning triggered,High
T003634,V02309,2026-02-01,Battery warning light keeps appearing,Medium
T003635,V02310,2026-04-08,Oil pressure warning triggered,High
T003636,V02311,2026-03-21,Battery warning light keeps appearing,Low
T003637,V02312,2026-02-01,Battery warning light keeps appearing,Low
T003638,V02312,2026-01-14,Check engine light is on,Low
T003639,V02312,2026-01-09,Transmission feels delayed,High
T003640,V02313,2026-01-18,Battery warning light keeps appearing,Medium
T003641,V02313,2026-03-04,Brake noise reported by driver,Low
T003642,V02313,2026-02-12,Vehicle overheating during route,High
T003643,V02313,2026-01-22,Vehicle idle time unusually high,Low
T003644,V02314,2026-03-31,Oil pressure warning triggered,High
T003645,V02315,2026-03-31,Vehicle idle time unusually high,Medium
T003646,V02315,2026-03-28,Reduced acceleration reported,Low
T003647,V02316,2026-01-05,Transmission feels delayed,High
T003648,V02317,2026-02-24,Reduced acceleration reported,Medium
T003649,V02317,2026-03-05,Check engine light is on,Low
T003650,V02319,2026-03-28,Vehicle idle time unusually high,Low
T003651,V02319,2026-02-23,Reduced acceleration reported,Medium
T003652,V02319,2026-02-10,Check engine light is on,Medium
T003653,V02319,2026-01-23,Oil pressure warning triggered,High
T003654,V02320,2026-01-03,Transmission feels delayed,High
T003655,V02320,2026-02-24,Check engine light is on,Low
T003656,V02322,2026-03-22,Reduced acceleration reported,Medium
T003657,V02323,2026-04-01,Oil pressure warning triggered,High
T003658,V02323,2026-02-28,Reduced acceleration reported,Medium
T003659,V02323,2026-01-08,Oil pressure warning triggered,High
T003660,V02324,2026-03-15,Reduced acceleration reported,Medium
T003661,V02324,2026-02-25,Reduced acceleration reported,Low
T003662,V02325,2026-01-14,Vehicle overheating during route,High
T003663,V02326,2026-04-30,Battery warning light keeps appearing,Medium
T003664,V02326,2026-01-10,Battery warning light keeps appearing,Medium
T003665,V02326,2026-04-08,Transmission feels delayed,High
T003666,V02326,2026-04-21,Check engine light is on,Low
T003667,V02327,2026-01-28,Vehicle overheating during route,High
T003668,V02327,2026-03-10,Vehicle overheating during route,High
T003669,V02328,2026-02-19,Transmission feels delayed,High
T003670,V02328,2026-03-16,Transmission feels delayed,High
T003671,V02331,2026-03-11,Vehicle overheating during route,High
T003672,V02332,2026-02-24,Vehicle idle time unusually high,Low
T003673,V02333,2026-02-03,Check engine light is on,Low
T003674,V02333,2026-04-30,Oil pressure warning triggered,High
T003675,V02333,2026-03-15,Vehicle idle time unusually high,Medium
T003676,V02337,2026-01-31,No major issue reported,Low
T003677,V02337,2026-01-18,No major issue reported,Medium
T003678,V02337,2026-04-27,Vehicle overheating during route,High
T003679,V02337,2026-04-27,Transmission feels delayed,High
T003680,V02339,2026-03-15,No major issue reported,Low
T003681,V02339,2026-02-19,Vehicle overheating during route,High
T003682,V02340,2026-03-31,Check engine light is on,Low
T003683,V02342,2026-02-06,Check engine light is on,Low
T003684,V02342,2026-03-13,Transmission feels delayed,High
T003685,V02344,2026-01-12,Reduced acceleration reported,Medium
T003686,V02344,2026-01-26,Battery warning light keeps appearing,Low
T003687,V02345,2026-01-07,No major issue reported,Medium
T003688,V02345,2026-02-25,Check engine light is on,Medium
T003689,V02346,2026-03-31,Brake noise reported by driver,Medium
T003690,V02346,2026-01-03,Reduced acceleration reported,Medium
T003691,V02347,2026-02-06,No major issue reported,Medium
T003692,V02348,2026-01-29,Oil pressure warning triggered,High
T003693,V02348,2026-03-13,Check engine light is on,Medium
T003694,V02348,2026-02-01,Reduced acceleration reported,Low
T003695,V02348,2026-01-26,Brake noise reported by driver,Low
T003696,V02348,2026-01-13,Vehicle overheating during route,High
T003697,V02350,2026-02-27,Vehicle idle time unusually high,Low
T003698,V02350,2026-04-07,Transmission feels delayed,High
T003699,V02352,2026-01-29,Brake noise reported by driver,Low
T003700,V02352,2026-01-08,Battery warning light keeps appearing,Medium
T003701,V02352,2026-04-14,Transmission feels delayed,High
T003702,V02353,2026-01-07,Reduced acceleration reported,Low
T003703,V02353,2026-02-12,Battery warning light keeps appearing,Low
T003704,V02353,2026-01-13,Reduced acceleration reported,Medium
T003705,V02354,2026-01-06,Vehicle idle time unusually high,Medium
T003706,V02354,2026-04-01,Battery warning light keeps appearing,Medium
T003707,V02354,2026-04-16,Brake noise reported by driver,Low
T003708,V02354,2026-02-08,Vehicle idle time unusually high,Medium
T003709,V02355,2026-02-19,Reduced acceleration reported,Low
T003710,V02355,2026-02-27,Check engine light is on,Low
T003711,V02356,2026-04-13,Transmission feels delayed,High
T003712,V02357,2026-02-05,Check engine light is on,Low
T003713,V02357,2026-04-02,Check engine light is on,Low
T003714,V02358,2026-04-18,Oil pressure warning triggered,High
T003715,V02358,2026-01-02,Vehicle overheating during route,High
T003716,V02358,2026-02-06,Transmission feels delayed,High
T003717,V02358,2026-04-27,Oil pressure warning triggered,High
T003718,V02359,2026-03-01,Battery warning light keeps appearing,Medium
T003719,V02361,2026-04-08,Check engine light is on,Low
T003720,V02362,2026-03-07,Vehicle overheating during route,High
T003721,V02363,2026-04-13,Vehicle idle time unusually high,Medium
T003722,V02364,2026-03-08,Vehicle overheating during route,High
T003723,V02365,2026-01-19,Check engine light is on,Low
T003724,V02366,2026-04-03,Transmission feels delayed,High
T003725,V02366,2026-01-01,Brake noise reported by driver,Low
T003726,V02366,2026-01-17,Vehicle idle time unusually high,Low
T003727,V02366,2026-04-04,Transmission feels delayed,High
T003728,V02367,2026-03-20,Brake noise reported by driver,Low
T003729,V02368,2026-03-11,Vehicle overheating during route,High
T003730,V02369,2026-03-27,Battery warning light keeps appearing,Medium
T003731,V02371,2026-04-10,Brake noise reported by driver,Low
T003732,V02371,2026-04-03,Brake noise reported by driver,Medium
T003733,V02372,2026-01-17,Brake noise reported by driver,Medium
T003734,V02374,2026-03-05,Reduced acceleration reported,Medium
T003735,V02375,2026-02-27,Transmission feels delayed,High
T003736,V02375,2026-01-14,Vehicle overheating during route,High
T003737,V02376,2026-02-27,Brake noise reported by driver,Low
T003738,V02377,2026-03-31,Vehicle idle time unusually high,Low
T003739,V02377,2026-04-09,Vehicle overheating during route,High
T003740,V02379,2026-04-03,Brake noise reported by driver,Low
T003741,V02379,2026-04-06,Vehicle overheating during route,High
T003742,V02380,2026-02-20,Transmission feels delayed,High
T003743,V02381,2026-04-15,Reduced acceleration reported,Medium
T003744,V02382,2026-03-23,Check engine light is on,Low
T003745,V02382,2026-03-29,No major issue reported,Low
T003746,V02382,2026-02-23,No major issue reported,Low
T003747,V02384,2026-03-30,Brake noise reported by driver,Medium
T003748,V02384,2026-01-23,Oil pressure warning triggered,High
T003749,V02384,2026-04-05,Battery warning light keeps appearing,Low
T003750,V02384,2026-01-30,Check engine light is on,Low
T003751,V02385,2026-01-29,Battery warning light keeps appearing,Medium
T003752,V02385,2026-03-06,Oil pressure warning triggered,High
T003753,V02385,2026-01-30,Brake noise reported by driver,Medium
T003754,V02387,2026-01-25,Reduced acceleration reported,Low
T003755,V02388,2026-04-21,Check engine light is on,Medium
T003756,V02388,2026-04-14,No major issue reported,Medium
T003757,V02388,2026-03-02,Vehicle overheating during route,High
T003758,V02389,2026-02-08,Vehicle overheating during route,High
T003759,V02389,2026-01-06,Brake noise reported by driver,Medium
T003760,V02390,2026-03-28,Vehicle overheating during route,High
T003761,V02391,2026-01-05,Battery warning light keeps appearing,Medium
T003762,V02392,2026-04-30,Oil pressure warning triggered,High
T003763,V02392,2026-01-08,No major issue reported,Low
T003764,V02392,2026-01-09,Check engine light is on,Medium
T003765,V02393,2026-03-07,Brake noise reported by driver,Low
T003766,V02394,2026-03-23,Vehicle idle time unusually high,Medium
T003767,V02394,2026-04-29,No major issue reported,Medium
T003768,V02394,2026-01-19,Vehicle idle time unusually high,Medium
T003769,V02395,2026-04-03,Vehicle idle time unusually high,Low
T003770,V02396,2026-02-07,Battery warning light keeps appearing,Medium
T003771,V02396,2026-02-19,Transmission feels delayed,High
T003772,V02398,2026-01-14,Check engine light is on,Medium
T003773,V02402,2026-04-30,Battery warning light keeps appearing,Low
T003774,V02402,2026-04-26,Vehicle overheating during route,High
T003775,V02403,2026-02-05,Vehicle overheating during route,High
T003776,V02406,2026-04-11,Reduced acceleration reported,Low
T003777,V02407,2026-02-17,Vehicle overheating during route,High
T003778,V02408,2026-02-12,No major issue reported,Low
T003779,V02408,2026-01-07,Transmission feels delayed,High
T003780,V02409,2026-04-15,Brake noise reported by driver,Low
T003781,V02409,2026-01-25,Oil pressure warning triggered,High
T003782,V02409,2026-04-29,No major issue reported,Medium
T003783,V02410,2026-02-26,Vehicle overheating during route,High
T003784,V02411,2026-04-02,Vehicle idle time unusually high,Low
T003785,V02411,2026-04-28,Vehicle overheating during route,High
T003786,V02412,2026-01-23,Vehicle idle time unusually high,Low
T003787,V02414,2026-02-10,No major issue reported,Medium
T003788,V02415,2026-04-04,Transmission feels delayed,High
T003789,V02415,2026-01-11,Transmission feels delayed,High
T003790,V02415,2026-01-03,Oil pressure warning triggered,High
T003791,V02415,2026-02-03,Oil pressure warning triggered,High
T003792,V02416,2026-04-12,Check engine light is on,Low
T003793,V02416,2026-04-05,Oil pressure warning triggered,High
T003794,V02416,2026-02-19,Brake noise reported by driver,Low
T003795,V02416,2026-04-18,Check engine light is on,Medium
T003796,V02417,2026-03-25,Brake noise reported by driver,Medium
T003797,V02417,2026-01-11,No major issue reported,Low
T003798,V02417,2026-01-17,Oil pressure warning triggered,High
T003799,V02418,2026-04-22,Oil pressure warning triggered,High
T003800,V02419,2026-01-04,No major issue reported,Low
T003801,V02420,2026-03-01,Brake noise reported by driver,Low
T003802,V02421,2026-04-21,Brake noise reported by driver,Medium
T003803,V02423,2026-01-10,No major issue reported,Medium
T003804,V02424,2026-01-08,Transmission feels delayed,High
T003805,V02424,2026-03-28,Transmission feels delayed,High
T003806,V02424,2026-04-11,No major issue reported,Low
T003807,V02426,2026-03-13,Vehicle overheating during route,High
T003808,V02426,2026-03-03,Check engine light is on,Medium
T003809,V02428,2026-02-22,Brake noise reported by driver,Low
T003810,V02428,2026-02-17,Transmission feels delayed,High
T003811,V02428,2026-01-16,Transmission feels delayed,High
T003812,V02429,2026-02-12,Vehicle overheating during route,High
T003813,V02430,2026-03-25,Transmission feels delayed,High
T003814,V02431,2026-04-23,Vehicle idle time unusually high,Low
T003815,V02431,2026-04-10,No major issue reported,Medium
T003816,V02432,2026-01-25,Reduced acceleration reported,Medium
T003817,V02432,2026-02-13,No major issue reported,Medium
T003818,V02432,2026-01-15,Vehicle idle time unusually high,Medium
T003819,V02432,2026-04-07,Transmission feels delayed,High
T003820,V02432,2026-03-06,Vehicle overheating during route,High
T003821,V02433,2026-03-09,No major issue reported,Low
T003822,V02434,2026-04-11,Reduced acceleration reported,Medium
T003823,V02434,2026-04-02,Transmission feels delayed,High
T003824,V02436,2026-04-07,Battery warning light keeps appearing,Medium
T003825,V02436,2026-04-24,Vehicle overheating during route,High
T003826,V02436,2026-01-30,Check engine light is on,Low
T003827,V02437,2026-02-05,Brake noise reported by driver,Medium
T003828,V02438,2026-03-26,No major issue reported,Low
T003829,V02439,2026-01-12,Vehicle overheating during route,High
T003830,V02440,2026-01-08,Battery warning light keeps appearing,Medium
T003831,V02440,2026-02-04,Reduced acceleration reported,Low
T003832,V02440,2026-04-18,Vehicle idle time unusually high,Low
T003833,V02441,2026-02-09,Oil pressure warning triggered,High
T003834,V02441,2026-01-17,Vehicle overheating during route,High
T003835,V02442,2026-03-18,Vehicle idle time unusually high,Medium
T003836,V02442,2026-01-30,Battery warning light keeps appearing,Medium
T003837,V02443,2026-03-11,Oil pressure warning triggered,High
T003838,V02443,2026-01-25,No major issue reported,Medium
T003839,V02443,2026-03-31,Vehicle idle time unusually high,Low
T003840,V02446,2026-03-02,Check engine light is on,Low
T003841,V02446,2026-02-23,Oil pressure warning triggered,High
T003842,V02447,2026-03-28,Brake noise reported by driver,Medium
T003843,V02447,2026-03-11,Brake noise reported by driver,Low
T003844,V02448,2026-01-23,Battery warning light keeps appearing,Medium
T003845,V02448,2026-04-13,Battery warning light keeps appearing,Medium
T003846,V02448,2026-03-01,Check engine light is on,Medium
T003847,V02448,2026-01-24,Transmission feels delayed,High
T003848,V02448,2026-01-25,Transmission feels delayed,High
T003849,V02449,2026-01-17,Brake noise reported by driver,Low
T003850,V02449,2026-03-06,Brake noise reported by driver,Medium
T003851,V02449,2026-03-14,Battery warning light keeps appearing,Low
T003852,V02449,2026-01-22,Battery warning light keeps appearing,Low
T003853,V02450,2026-04-20,Oil pressure warning triggered,High
T003854,V02450,2026-03-04,Oil pressure warning triggered,High
T003855,V02451,2026-02-18,Reduced acceleration reported,Low
T003856,V02452,2026-02-03,Brake noise reported by driver,Low
T003857,V02454,2026-01-31,Vehicle overheating during route,High
T003858,V02454,2026-04-03,Vehicle idle time unusually high,Low
T003859,V02456,2026-01-12,Battery warning light keeps appearing,Medium
T003860,V02456,2026-02-26,Vehicle overheating during route,High
T003861,V02456,2026-01-09,Transmission feels delayed,High
T003862,V02458,2026-01-05,Oil pressure warning triggered,High
T003863,V02458,2026-03-05,Battery warning light keeps appearing,Medium
T003864,V02459,2026-03-13,Battery warning light keeps appearing,Low
T003865,V02460,2026-03-05,Vehicle overheating during route,High
T003866,V02460,2026-01-12,Vehicle idle time unusually high,Low
T003867,V02460,2026-03-27,Oil pressure warning triggered,High
T003868,V02460,2026-03-02,Battery warning light keeps appearing,Medium
T003869,V02461,2026-04-28,Battery warning light keeps appearing,Medium
T003870,V02462,2026-01-10,Oil pressure warning triggered,High
T003871,V02465,2026-02-05,Vehicle idle time unusually high,Low
T003872,V02466,2026-02-21,Battery warning light keeps appearing,Low
T003873,V02466,2026-01-31,Battery warning light keeps appearing,Low
T003874,V02466,2026-02-09,Reduced acceleration reported,Low
T003875,V02466,2026-02-15,Battery warning light keeps appearing,Low
T003876,V02467,2026-04-04,Brake noise reported by driver,Low
T003877,V02469,2026-04-22,Battery warning light keeps appearing,Medium
T003878,V02469,2026-02-15,Reduced acceleration reported,Low
T003879,V02472,2026-02-01,Oil pressure warning triggered,High
T003880,V02473,2026-03-24,Check engine light is on,Medium
T003881,V02473,2026-03-04,No major issue reported,Low
T003882,V02473,2026-04-28,Vehicle idle time unusually high,Medium
T003883,V02473,2026-03-31,No major issue reported,Medium
T003884,V02476,2026-01-18,No major issue reported,Medium
T003885,V02476,2026-01-10,Check engine light is on,Medium
T003886,V02477,2026-01-12,Vehicle idle time unusually high,Medium
T003887,V02479,2026-04-02,No major issue reported,Low
T003888,V02479,2026-01-18,No major issue reported,Medium
T003889,V02480,2026-04-21,Check engine light is on,Medium
T003890,V02482,2026-03-09,Vehicle idle time unusually high,Medium
T003891,V02482,2026-01-31,Oil pressure warning triggered,High
T003892,V02482,2026-01-15,Reduced acceleration reported,Low
